Date,langCode,pageviews
2018-02-21,pt,2194094
2018-02-21,ro,115594
2018-02-21,ru,439856
2018-02-21,simple,94185
2018-02-21,sv,252551
2018-02-21,uk,123953
2018-02-21,zh,2017164
2018-02-22,ar,122402
2018-02-22,cs,270569
2018-02-22,da,61806
2018-02-22,de,6725524
2018-02-22,en,74770084
2018-02-22,es,6242853
2018-02-22,fi,159859
2018-02-22,fr,3344652
2018-02-22,he,115703
2018-02-22,hi,250237
2018-02-22,hu,202388
2018-02-22,id,678799
2018-02-22,it,5086083
2018-02-22,ja,11876617
2018-02-22,ko,321773
2018-02-22,nl,679264
2018-02-22,no,66286
2018-02-22,pl,1297346
2018-02-22,pt,2136702
2018-02-22,ro,112897
2018-02-22,ru,399785
2018-02-22,simple,97863
2018-02-22,sv,270619
2018-02-22,uk,114904
2018-02-22,zh,1985102
2018-02-23,ar,159882
2018-02-23,cs,345835
2018-02-23,da,67244
2018-02-23,de,6494259
2018-02-23,en,73002080
2018-02-23,es,4508758
2018-02-23,fi,175325
2018-02-23,fr,3217038
2018-02-23,he,110988
2018-02-23,hi,186432
2018-02-23,hu,141237
2018-02-23,id,437851
2018-02-23,it,5150453
2018-02-23,ja,12008977
2018-02-23,ko,434268
2018-02-23,nl,876702
2018-02-23,no,107440
2018-02-23,pl,1155825
2018-02-23,pt,1582298
2018-02-23,ro,70221
2018-02-23,ru,502603
2018-02-23,simple,90596
2018-02-23,sv,329398
2018-02-23,uk,72664
2018-02-23,zh,2003183
2018-02-24,ar,123704
2018-02-24,cs,454182
2018-02-24,da,88278
2018-02-24,de,6157082
2018-02-24,en,69727821
2018-02-24,es,3527318
2018-02-24,fi,425610
2018-02-24,fr,3761045
2018-02-24,he,125148
2018-02-24,hi,150911
2018-02-24,hu,148843
2018-02-24,id,286149
2018-02-24,it,5147488
2018-02-24,ja,13212582
2018-02-24,ko,466095
2018-02-24,nl,861061
2018-02-24,no,116159
2018-02-24,pl,1586724
2018-02-24,pt,1670676
2018-02-24,ro,68766
2018-02-24,ru,450880
2018-02-24,simple,79110
2018-02-24,sv,456785
2018-02-24,uk,65733
2018-02-24,zh,2331246
2018-02-25,ar,161874
2018-02-25,cs,583033
2018-02-25,da,85010
2018-02-25,de,9443799
2018-02-25,en,87561967
2018-02-25,es,4741483
2018-02-25,fi,461122
2018-02-25,fr,4856306
2018-02-25,he,125075
2018-02-25,hi,224473
2018-02-25,hu,179233
2018-02-25,id,396163
2018-02-25,it,6920356
2018-02-25,ja,15409151
2018-02-25,ko,453057
2018-02-25,nl,731868
2018-02-25,no,165087
2018-02-25,pl,1966938
2018-02-25,pt,2159404
2018-02-25,ro,84651
2018-02-25,ru,578161
2018-02-25,simple,85364
2018-02-25,sv,513185
2018-02-25,uk,108792
2018-02-25,zh,2420576
2018-02-26,ar,144465
2018-02-26,cs,343078
2018-02-26,da,71494
2018-02-26,de,7218436
2018-02-26,en,86356687
2018-02-26,es,5916505
2018-02-26,fi,131884
2018-02-26,fr,3743288
2018-02-26,he,102836
2018-02-26,hi,211729
2018-02-26,hu,132193
2018-02-26,id,668929
2018-02-26,it,5124094
2018-02-26,ja,12689558
2018-02-26,ko,331515
2018-02-26,nl,598050
2018-02-26,no,45260
2018-02-26,pl,1813388
2018-02-26,pt,2161399
2018-02-26,ro,84838
2018-02-26,ru,370805
2018-02-26,simple,91468
2018-02-26,sv,178858
2018-02-26,uk,120905
2018-02-26,zh,1853775
2018-02-27,ar,149377
2018-02-27,cs,308784
2018-02-27,da,59776
2018-02-27,de,6572279
2018-02-27,en,76587748
2018-02-27,es,6476333
2018-02-27,fi,120334
2018-02-27,fr,3317167
2018-02-27,he,91671
2018-02-27,hi,220709
2018-02-27,hu,111529
2018-02-27,id,753598
2018-02-27,it,5037297
2018-02-27,ja,11217253
2018-02-27,ko,311696
2018-02-27,nl,530559
2018-02-27,no,33905
2018-02-27,pl,1457033
2018-02-27,pt,2189695
2018-02-27,ro,78305
2018-02-27,ru,351899
2018-02-27,simple,94628
2018-02-27,sv,149473
2018-02-27,uk,101798
2018-02-27,zh,1786364
2018-02-28,ar,143008
2018-02-28,cs,251509
2018-02-28,da,69964
2018-02-28,de,5790146
2018-02-28,en,73561752
2018-02-28,es,6838081
2018-02-28,fi,132358
2018-02-28,fr,3302340
2018-02-28,he,100239
2018-02-28,hi,183463
2018-02-28,hu,105515
2018-02-28,id,775854
2018-02-28,it,4483182
2018-02-28,ja,10839673
2018-02-28,ko,332602
2018-02-28,nl,540042
2018-02-28,no,33033
2018-02-28,pl,1324248
2018-02-28,pt,2114070
2018-02-28,ro,85134
2018-02-28,ru,323570
2018-02-28,simple,83073
2018-02-28,sv,241949
2018-02-28,uk,109397
2018-02-28,zh,2294605
2018-03-01,ar,123308
2018-03-01,cs,224339
2018-03-01,da,60810
2018-03-01,de,5526840
2018-03-01,en,72983052
2018-03-01,es,6090742
2018-03-01,fi,144561
2018-03-01,fr,3419607
2018-03-01,he,104170
2018-03-01,hi,133639
2018-03-01,hu,116616
2018-03-01,id,767638
2018-03-01,it,5326362
2018-03-01,ja,10677433
2018-03-01,ko,296715
2018-03-01,nl,411710
2018-03-01,no,30416
2018-03-01,pl,1386058
2018-03-01,pt,2076325
2018-03-01,ro,109129
2018-03-01,ru,420204
2018-03-01,simple,97188
2018-03-01,sv,129581
2018-03-01,uk,127771
2018-03-01,zh,1786937
2018-03-02,ar,136148
2018-03-02,cs,257473
2018-03-02,da,81050
2018-03-02,de,5277553
2018-03-02,en,69809260
2018-03-02,es,4721926
2018-03-02,fi,106817
2018-03-02,fr,3805427
2018-03-02,he,97206
2018-03-02,hi,140685
2018-03-02,hu,120106
2018-03-02,id,508193
2018-03-02,it,4808770
2018-03-02,ja,11319370
2018-03-02,ko,195745
2018-03-02,nl,425301
2018-03-02,no,62554
2018-03-02,pl,1070626
2018-03-02,pt,1561424
2018-03-02,ro,72990
2018-03-02,ru,332159
2018-03-02,simple,73262
2018-03-02,sv,289737
2018-03-02,uk,49740
2018-03-02,zh,1800731
2018-03-03,ar,113405
2018-03-03,cs,325762
2018-03-03,da,80329
2018-03-03,de,5402274
2018-03-03,en,69239123
2018-03-03,es,3552838
2018-03-03,fi,138909
2018-03-03,fr,4210632
2018-03-03,he,92262
2018-03-03,hi,143642
2018-03-03,hu,131745
2018-03-03,id,365936
2018-03-03,it,5168206
2018-03-03,ja,13843086
2018-03-03,ko,216647
2018-03-03,nl,516051
2018-03-03,no,65541
2018-03-03,pl,1389905
2018-03-03,pt,1447111
2018-03-03,ro,72223
2018-03-03,ru,410686
2018-03-03,simple,62395
2018-03-03,sv,398544
2018-03-03,uk,42577
2018-03-03,zh,2294990
2018-03-04,ar,160181
2018-03-04,cs,350032
2018-03-04,da,78105
2018-03-04,de,8208120
2018-03-04,en,82559183
2018-03-04,es,5114371
2018-03-04,fi,179920
2018-03-04,fr,5527506
2018-03-04,he,123625
2018-03-04,hi,183530
2018-03-04,hu,202791
2018-03-04,id,553961
2018-03-04,it,7709505
2018-03-04,ja,13550643
2018-03-04,ko,286911
2018-03-04,nl,590161
2018-03-04,no,63939
2018-03-04,pl,1832164
2018-03-04,pt,2524899
2018-03-04,ro,146072
2018-03-04,ru,465270
2018-03-04,simple,76327
2018-03-04,sv,374283
2018-03-04,uk,84548
2018-03-04,zh,2538315
2018-03-05,ar,147714
2018-03-05,cs,258682
2018-03-05,da,90376
2018-03-05,de,7495437
2018-03-05,en,94774413
2018-03-05,es,7997775
2018-03-05,fi,162150
2018-03-05,fr,4428412
2018-03-05,he,134604
2018-03-05,hi,225249
2018-03-05,hu,170125
2018-03-05,id,844152
2018-03-05,it,7282409
2018-03-05,ja,12542488
2018-03-05,ko,245444
2018-03-05,nl,548581
2018-03-05,no,44214
2018-03-05,pl,1530651
2018-03-05,pt,2926032
2018-03-05,ro,125639
2018-03-05,ru,453001
2018-03-05,simple,86404
2018-03-05,sv,257155
2018-03-05,uk,123167
2018-03-05,zh,2136523
2018-03-06,ar,130633
2018-03-06,cs,275267
2018-03-06,da,65972
2018-03-06,de,6189859
2018-03-06,en,75792351
2018-03-06,es,7094826
2018-03-06,fi,112727
2018-03-06,fr,3633201
2018-03-06,he,154509
2018-03-06,hi,240663
2018-03-06,hu,133390
2018-03-06,id,916550
2018-03-06,it,6170576
2018-03-06,ja,11871336
2018-03-06,ko,263281
2018-03-06,nl,470961
2018-03-06,no,43150
2018-03-06,pl,1491674
2018-03-06,pt,2674644
2018-03-06,ro,106727
2018-03-06,ru,347141
2018-03-06,simple,86488
2018-03-06,sv,214557
2018-03-06,uk,101202
2018-03-06,zh,1745346
2018-03-07,ar,137271
2018-03-07,cs,246640
2018-03-07,da,93076
2018-03-07,de,6127831
2018-03-07,en,73629502
2018-03-07,es,6813928
2018-03-07,fi,97460
2018-03-07,fr,3622894
2018-03-07,he,127995
2018-03-07,hi,242261
2018-03-07,hu,116806
2018-03-07,id,932380
2018-03-07,it,6224130
2018-03-07,ja,11247226
2018-03-07,ko,266483
2018-03-07,nl,529438
2018-03-07,no,46065
2018-03-07,pl,1341313
2018-03-07,pt,2332960
2018-03-07,ro,92986
2018-03-07,ru,325018
2018-03-07,simple,85255
2018-03-07,sv,173205
2018-03-07,uk,53801
2018-03-07,zh,1831455
2018-03-08,ar,140791
2018-03-08,cs,271534
2018-03-08,da,88842
2018-03-08,de,6315629
2018-03-08,en,73792472
2018-03-08,es,6754367
2018-03-08,fi,127196
2018-03-08,fr,3518360
2018-03-08,he,134634
2018-03-08,hi,250091
2018-03-08,hu,126406
2018-03-08,id,846350
2018-03-08,it,5187846
2018-03-08,ja,11910584
2018-03-08,ko,274384
2018-03-08,nl,469149
2018-03-08,no,70235
2018-03-08,pl,1225194
2018-03-08,pt,2336459
2018-03-08,ro,119213
2018-03-08,ru,523933
2018-03-08,simple,87295
2018-03-08,sv,243968
2018-03-08,uk,86926
2018-03-08,zh,1831033
2018-03-09,ar,126376
2018-03-09,cs,207015
2018-03-09,da,75673
2018-03-09,de,6301194
2018-03-09,en,68617502
2018-03-09,es,4845994
2018-03-09,fi,143849
2018-03-09,fr,4023602
2018-03-09,he,116996
2018-03-09,hi,183133
2018-03-09,hu,102361
2018-03-09,id,549520
2018-03-09,it,4263771
2018-03-09,ja,12016098
2018-03-09,ko,470838
2018-03-09,nl,455959
2018-03-09,no,98491
2018-03-09,pl,951165
2018-03-09,pt,1643141
2018-03-09,ro,75884
2018-03-09,ru,472553
2018-03-09,simple,81690
2018-03-09,sv,295333
2018-03-09,uk,94698
2018-03-09,zh,1750634
2018-03-10,ar,104192
2018-03-10,cs,243267
2018-03-10,da,83762
2018-03-10,de,5602508
2018-03-10,en,66710665
2018-03-10,es,3211534
2018-03-10,fi,161138
2018-03-10,fr,3772792
2018-03-10,he,109528
2018-03-10,hi,164531
2018-03-10,hu,106683
2018-03-10,id,366536
2018-03-10,it,4623907
2018-03-10,ja,12655123
2018-03-10,ko,257681
2018-03-10,nl,493074
2018-03-10,no,105981
2018-03-10,pl,1127502
2018-03-10,pt,1343372
2018-03-10,ro,59167
2018-03-10,ru,504880
2018-03-10,simple,65651
2018-03-10,sv,634714
2018-03-10,uk,88323
2018-03-10,zh,1958462
2018-03-11,ar,129292
2018-03-11,cs,267441
2018-03-11,da,73422
2018-03-11,de,7216401
2018-03-11,en,80359427
2018-03-11,es,5226509
2018-03-11,fi,172081
2018-03-11,fr,5428801
2018-03-11,he,104220
2018-03-11,hi,222311
2018-03-11,hu,137985
2018-03-11,id,460248
2018-03-11,it,6260536
2018-03-11,ja,13885618
2018-03-11,ko,247599
2018-03-11,nl,596136
2018-03-11,no,71334
2018-03-11,pl,1476884
2018-03-11,pt,2265885
2018-03-11,ro,72981
2018-03-11,ru,575316
2018-03-11,simple,76834
2018-03-11,sv,361371
2018-03-11,uk,115295
2018-03-11,zh,2228526
2018-03-12,ar,118209
2018-03-12,cs,239649
2018-03-12,da,76289
2018-03-12,de,6690120
2018-03-12,en,81169428
2018-03-12,es,6226071
2018-03-12,fi,140735
2018-03-12,fr,4274074
2018-03-12,he,124862
2018-03-12,hi,181763
2018-03-12,hu,115272
2018-03-12,id,763650
2018-03-12,it,4727562
2018-03-12,ja,11766295
2018-03-12,ko,209353
2018-03-12,nl,484924
2018-03-12,no,42801
2018-03-12,pl,1345076
2018-03-12,pt,2259916
2018-03-12,ro,108347
2018-03-12,ru,551776
2018-03-12,simple,83135
2018-03-12,sv,241750
2018-03-12,uk,168626
2018-03-12,zh,1760369
2018-03-13,ar,120051
2018-03-13,cs,196456
2018-03-13,da,64545
2018-03-13,de,6337005
2018-03-13,en,75699183
2018-03-13,es,6588689
2018-03-13,fi,126922
2018-03-13,fr,3833487
2018-03-13,he,161054
2018-03-13,hi,218548
2018-03-13,hu,136580
2018-03-13,id,782588
2018-03-13,it,4883003
2018-03-13,ja,10742341
2018-03-13,ko,186384
2018-03-13,nl,503857
2018-03-13,no,39549
2018-03-13,pl,1352032
2018-03-13,pt,2319987
2018-03-13,ro,119382
2018-03-13,ru,453285
2018-03-13,simple,84895
2018-03-13,sv,207735
2018-03-13,uk,204864
2018-03-13,zh,1800423
2018-03-14,ar,260408
2018-03-14,cs,299204
2018-03-14,da,104321
2018-03-14,de,7693607
2018-03-14,en,83716017
2018-03-14,es,9036847
2018-03-14,fi,177172
2018-03-14,fr,4639730
2018-03-14,he,180602
2018-03-14,hi,254004
2018-03-14,hu,222860
2018-03-14,id,1082276
2018-03-14,it,6016658
2018-03-14,ja,11913708
2018-03-14,ko,228286
2018-03-14,nl,606449
2018-03-14,no,87205
2018-03-14,pl,1947331
2018-03-14,pt,3180379
2018-03-14,ro,216498
2018-03-14,ru,690946
2018-03-14,simple,85977
2018-03-14,sv,296176
2018-03-14,uk,244219
2018-03-14,zh,2528824
2018-03-15,ar,170990
2018-03-15,cs,344022
2018-03-15,da,76670
2018-03-15,de,6145591
2018-03-15,en,74052451
2018-03-15,es,6842488
2018-03-15,fi,141118
2018-03-15,fr,3758920
2018-03-15,he,133182
2018-03-15,hi,247713
2018-03-15,hu,250789
2018-03-15,id,785333
2018-03-15,it,4978350
2018-03-15,ja,10917443
2018-03-15,ko,216729
2018-03-15,nl,450764
2018-03-15,no,55208
2018-03-15,pl,1431686
2018-03-15,pt,2411399
2018-03-15,ro,122179
2018-03-15,ru,491605
2018-03-15,simple,75642
2018-03-15,sv,201660
2018-03-15,uk,184318
2018-03-15,zh,1837854
2018-03-16,ar,144415
2018-03-16,cs,228896
2018-03-16,da,75483
2018-03-16,de,6500979
2018-03-16,en,68758289
2018-03-16,es,4769627
2018-03-16,fi,114578
2018-03-16,fr,3162180
2018-03-16,he,109028
2018-03-16,hi,218332
2018-03-16,hu,158166
2018-03-16,id,449875
2018-03-16,it,4588194
2018-03-16,ja,13495237
2018-03-16,ko,191990
2018-03-16,nl,483476
2018-03-16,no,74737
2018-03-16,pl,1092465
2018-03-16,pt,1829546
2018-03-16,ro,68076
2018-03-16,ru,395438
2018-03-16,simple,64850
2018-03-16,sv,240650
2018-03-16,uk,91693
2018-03-16,zh,1857087
2018-03-17,ar,97348
2018-03-17,cs,267411
2018-03-17,da,80848
2018-03-17,de,6589223
2018-03-17,en,69533978
2018-03-17,es,3479676
2018-03-17,fi,140663
2018-03-17,fr,3937976
2018-03-17,he,113841
2018-03-17,hi,192545
2018-03-17,hu,153073
2018-03-17,id,276740
2018-03-17,it,5602578
2018-03-17,ja,13228147
2018-03-17,ko,211739
2018-03-17,nl,560554
2018-03-17,no,62879
2018-03-17,pl,1247418
2018-03-17,pt,1602930
2018-03-17,ro,67936
2018-03-17,ru,478304
2018-03-17,simple,49804
2018-03-17,sv,400002
2018-03-17,uk,80329
2018-03-17,zh,2481130
2018-03-18,ar,112006
2018-03-18,cs,386854
2018-03-18,da,74490
2018-03-18,de,8176465
2018-03-18,en,77275289
2018-03-18,es,4500162
2018-03-18,fi,152111
2018-03-18,fr,5501900
2018-03-18,he,134756
2018-03-18,hi,184492
2018-03-18,hu,184274
2018-03-18,id,501209
2018-03-18,it,6873818
2018-03-18,ja,13520704
2018-03-18,ko,392047
2018-03-18,nl,533218
2018-03-18,no,53561
2018-03-18,pl,1884959
2018-03-18,pt,2185664
2018-03-18,ro,150084
2018-03-18,ru,629853
2018-03-18,simple,58591
2018-03-18,sv,312885
2018-03-18,uk,131480
2018-03-18,zh,2840307
2018-03-19,ar,105396
2018-03-19,cs,258528
2018-03-19,da,71889
2018-03-19,de,6445396
2018-03-19,en,76181332
2018-03-19,es,5328736
2018-03-19,fi,236438
2018-03-19,fr,3925006
2018-03-19,he,124206
2018-03-19,hi,197279
2018-03-19,hu,137359
2018-03-19,id,807707
2018-03-19,it,4695074
2018-03-19,ja,12091626
2018-03-19,ko,214830
2018-03-19,nl,435481
2018-03-19,no,70557
2018-03-19,pl,1493841
2018-03-19,pt,2416870
2018-03-19,ro,191522
2018-03-19,ru,563149
2018-03-19,simple,66771
2018-03-19,sv,199600
2018-03-19,uk,174662
2018-03-19,zh,1916613
2018-03-20,ar,131084
2018-03-20,cs,239490
2018-03-20,da,62120
2018-03-20,de,6089849
2018-03-20,en,70964228
2018-03-20,es,5721628
2018-03-20,fi,165199
2018-03-20,fr,3508864
2018-03-20,he,126643
2018-03-20,hi,211274
2018-03-20,hu,135711
2018-03-20,id,897173
2018-03-20,it,4879943
2018-03-20,ja,12103909
2018-03-20,ko,273557
2018-03-20,nl,461853
2018-03-20,no,94461
2018-03-20,pl,1311654
2018-03-20,pt,2430832
2018-03-20,ro,199716
2018-03-20,ru,418373
2018-03-20,simple,70774
2018-03-20,sv,230283
2018-03-20,uk,166873
2018-03-20,zh,1781360
2018-03-21,ar,148264
2018-03-21,cs,235735
2018-03-21,da,56289
2018-03-21,de,5806586
2018-03-21,en,72514470
2018-03-21,es,6216859
2018-03-21,fi,116612
2018-03-21,fr,3378280
2018-03-21,he,109179
2018-03-21,hi,207273
2018-03-21,hu,129690
2018-03-21,id,926150
2018-03-21,it,5604687
2018-03-21,ja,15330268
2018-03-21,ko,227525
2018-03-21,nl,502758
2018-03-21,no,45927
2018-03-21,pl,1272078
2018-03-21,pt,2237945
2018-03-21,ro,141768
2018-03-21,ru,345661
2018-03-21,simple,71705
2018-03-21,sv,173567
2018-03-21,uk,164039
2018-03-21,zh,1538865
2018-03-22,ar,92989
2018-03-22,cs,218071
2018-03-22,da,64392
2018-03-22,de,5558366
2018-03-22,en,71568979
2018-03-22,es,5351241
2018-03-22,fi,117995
2018-03-22,fr,3276102
2018-03-22,he,99362
2018-03-22,hi,229184
2018-03-22,hu,109091
2018-03-22,id,823864
2018-03-22,it,4922426
2018-03-22,ja,12543948
2018-03-22,ko,248446
2018-03-22,nl,469770
2018-03-22,no,41583
2018-03-22,pl,1122585
2018-03-22,pt,2365966
2018-03-22,ro,110997
2018-03-22,ru,344069
2018-03-22,simple,74369
2018-03-22,sv,181613
2018-03-22,uk,147652
2018-03-22,zh,1475605
2018-03-23,ar,116850
2018-03-23,cs,205895
2018-03-23,da,78975
2018-03-23,de,5595550
2018-03-23,en,67306258
2018-03-23,es,3920860
2018-03-23,fi,177914
2018-03-23,fr,3510519
2018-03-23,he,112272
2018-03-23,hi,218311
2018-03-23,hu,120656
2018-03-23,id,1136025
2018-03-23,it,4282734
2018-03-23,ja,11826091
2018-03-23,ko,245345
2018-03-23,nl,509087
2018-03-23,no,97793
2018-03-23,pl,1084373
2018-03-23,pt,1990856
2018-03-23,ro,60927
2018-03-23,ru,322523
2018-03-23,simple,63044
2018-03-23,sv,350927
2018-03-23,uk,72779
2018-03-23,zh,1478271
2018-03-24,ar,156456
2018-03-24,cs,180623
2018-03-24,da,77001
2018-03-24,de,4958522
2018-03-24,en,65761911
2018-03-24,es,2970896
2018-03-24,fi,237465
2018-03-24,fr,3303414
2018-03-24,he,115986
2018-03-24,hi,164617
2018-03-24,hu,139718
2018-03-24,id,346015
2018-03-24,it,5230605
2018-03-24,ja,12193240
2018-03-24,ko,226164
2018-03-24,nl,436592
2018-03-24,no,56498
2018-03-24,pl,1000977
2018-03-24,pt,1654466
2018-03-24,ro,75420
2018-03-24,ru,367597
2018-03-24,simple,53490
2018-03-24,sv,296441
2018-03-24,uk,64545
2018-03-24,zh,1920477
2018-03-25,ar,114395
2018-03-25,cs,256354
2018-03-25,da,88666
2018-03-25,de,6251158
2018-03-25,en,75122787
2018-03-25,es,3446084
2018-03-25,fi,177239
2018-03-25,fr,4538873
2018-03-25,he,108295
2018-03-25,hi,137856
2018-03-25,hu,156282
2018-03-25,id,415955
2018-03-25,it,5378887
2018-03-25,ja,12834949
2018-03-25,ko,294202
2018-03-25,nl,442706
2018-03-25,no,55689
2018-03-25,pl,1514202
2018-03-25,pt,2655034
2018-03-25,ro,103252
2018-03-25,ru,387090
2018-03-25,simple,60556
2018-03-25,sv,239716
2018-03-25,uk,54465
2018-03-25,zh,2106321
2018-03-26,ar,103821
2018-03-26,cs,209681
2018-03-26,da,65127
2018-03-26,de,5447995
2018-03-26,en,76287787
2018-03-26,es,3335282
2018-03-26,fi,130688
2018-03-26,fr,3913717
2018-03-26,he,91303
2018-03-26,hi,190174
2018-03-26,hu,101332
2018-03-26,id,720134
2018-03-26,it,5974030
2018-03-26,ja,11462519
2018-03-26,ko,237178
2018-03-26,nl,548233
2018-03-26,no,102896
2018-03-26,pl,1181156
2018-03-26,pt,2461489
2018-03-26,ro,113885
2018-03-26,ru,467155
2018-03-26,simple,68830
2018-03-26,sv,239817
2018-03-26,uk,79006
2018-03-26,zh,1735510
2018-03-27,ar,96006
2018-03-27,cs,185827
2018-03-27,da,75486
2018-03-27,de,5417399
2018-03-27,en,72119458
2018-03-27,es,3459145
2018-03-27,fi,121081
2018-03-27,fr,3684129
2018-03-27,he,77637
2018-03-27,hi,158001
2018-03-27,hu,125140
2018-03-27,id,700038
2018-03-27,it,4490927
2018-03-27,ja,11197250
2018-03-27,ko,196409
2018-03-27,nl,454727
2018-03-27,no,143118
2018-03-27,pl,1259777
2018-03-27,pt,2591718
2018-03-27,ro,102922
2018-03-27,ru,441569
2018-03-27,simple,72005
2018-03-27,sv,190156
2018-03-27,uk,74035
2018-03-27,zh,1561293
2018-03-28,ar,98673
2018-03-28,cs,191289
2018-03-28,da,88084
2018-03-28,de,5267915
2018-03-28,en,69956115
2018-03-28,es,2965384
2018-03-28,fi,88965
2018-03-28,fr,3705017
2018-03-28,he,89980
2018-03-28,hi,141023
2018-03-28,hu,103575
2018-03-28,id,616621
2018-03-28,it,4194351
2018-03-28,ja,10703970
2018-03-28,ko,172223
2018-03-28,nl,415643
2018-03-28,no,85581
2018-03-28,pl,812177
2018-03-28,pt,2328149
2018-03-28,ro,68207
2018-03-28,ru,382995
2018-03-28,simple,69392
2018-03-28,sv,639203
2018-03-28,uk,74131
2018-03-28,zh,1768912
2018-03-29,ar,90050
2018-03-29,cs,176338
2018-03-29,da,158930
2018-03-29,de,5684800
2018-03-29,en,67576006
2018-03-29,es,2772125
2018-03-29,fi,106983
2018-03-29,fr,3196876
2018-03-29,he,101913
2018-03-29,hi,152783
2018-03-29,hu,114693
2018-03-29,id,453258
2018-03-29,it,4360872
2018-03-29,ja,10541533
2018-03-29,ko,180775
2018-03-29,nl,602356
2018-03-29,no,118086
2018-03-29,pl,858325
2018-03-29,pt,1601477
2018-03-29,ro,47905
2018-03-29,ru,329609
2018-03-29,simple,60944
2018-03-29,sv,200088
2018-03-29,uk,69855
2018-03-29,zh,1741060
2018-03-30,ar,133866
2018-03-30,cs,252158
2018-03-30,da,110453
2018-03-30,de,7811963
2018-03-30,en,68042431
2018-03-30,es,3589938
2018-03-30,fi,172439
2018-03-30,fr,3240851
2018-03-30,he,132043
2018-03-30,hi,157726
2018-03-30,hu,180554
2018-03-30,id,330856
2018-03-30,it,3906417
2018-03-30,ja,12103117
2018-03-30,ko,159583
2018-03-30,nl,571217
2018-03-30,no,226924
2018-03-30,pl,765445
2018-03-30,pt,1757206
2018-03-30,ro,28643
2018-03-30,ru,320194
2018-03-30,simple,59769
2018-03-30,sv,370882
2018-03-30,uk,44368
2018-03-30,zh,1612623
2018-03-31,ar,94315
2018-03-31,cs,218936
2018-03-31,da,119715
2018-03-31,de,5604949
2018-03-31,en,67795273
2018-03-31,es,3526080
2018-03-31,fi,175293
2018-03-31,fr,3352261
2018-03-31,he,97937
2018-03-31,hi,154825
2018-03-31,hu,133344
2018-03-31,id,297655
2018-03-31,it,4514108
2018-03-31,ja,12243322
2018-03-31,ko,200743
2018-03-31,nl,523916
2018-03-31,no,110968
2018-03-31,pl,1239923
2018-03-31,pt,1867095
2018-03-31,ro,36948
2018-03-31,ru,660207
2018-03-31,simple,64568
2018-03-31,sv,341283
2018-03-31,uk,41685
2018-03-31,zh,1833715
2018-04-01,ar,137546
2018-04-01,cs,237919
2018-04-01,da,146432
2018-04-01,de,8249901
2018-04-01,en,74403652
2018-04-01,es,3963498
2018-04-01,fi,194046
2018-04-01,fr,4616304
2018-04-01,he,118468
2018-04-01,hi,142440
2018-04-01,hu,189552
2018-04-01,id,450065
2018-04-01,it,4918956
2018-04-01,ja,12987658
2018-04-01,ko,290534
2018-04-01,nl,724451
2018-04-01,no,105374
2018-04-01,pl,1877016
2018-04-01,pt,2322570
2018-04-01,ro,64750
2018-04-01,ru,945439
2018-04-01,simple,76465
2018-04-01,sv,334811
2018-04-01,uk,63090
2018-04-01,zh,2154335
2018-04-02,ar,130656
2018-04-02,cs,297038
2018-04-02,da,109755
2018-04-02,de,7701717
2018-04-02,en,81348615
2018-04-02,es,4198438
2018-04-02,fi,206998
2018-04-02,fr,4645672
2018-04-02,he,96610
2018-04-02,hi,186330
2018-04-02,hu,151554
2018-04-02,id,609482
2018-04-02,it,4412813
2018-04-02,ja,11308504
2018-04-02,ko,182216
2018-04-02,nl,547975
2018-04-02,no,50745
2018-04-02,pl,1615431
2018-04-02,pt,2389273
2018-04-02,ro,79449
2018-04-02,ru,311121
2018-04-02,simple,78680
2018-04-02,sv,257994
2018-04-02,uk,97876
2018-04-02,zh,1680866
2018-04-03,ar,146053
2018-04-03,cs,184838
2018-04-03,da,74444
2018-04-03,de,5517809
2018-04-03,en,75333150
2018-04-03,es,4345250
2018-04-03,fi,136093
2018-04-03,fr,3435748
2018-04-03,he,106645
2018-04-03,hi,206996
2018-04-03,hu,118698
2018-04-03,id,828821
2018-04-03,it,5155734
2018-04-03,ja,10782090
2018-04-03,ko,281223
2018-04-03,nl,415268
2018-04-03,no,62137
2018-04-03,pl,1031716
2018-04-03,pt,2494252
2018-04-03,ro,42058
2018-04-03,ru,315775
2018-04-03,simple,76802
2018-04-03,sv,306085
2018-04-03,uk,110874
2018-04-03,zh,1673254
2018-04-04,ar,126407
2018-04-04,cs,160083
2018-04-04,da,80205
2018-04-04,de,5201491
2018-04-04,en,72168405
2018-04-04,es,4551134
2018-04-04,fi,93036
2018-04-04,fr,3366787
2018-04-04,he,108455
2018-04-04,hi,198833
2018-04-04,hu,135431
2018-04-04,id,797699
2018-04-04,it,4694844
2018-04-04,ja,10843329
2018-04-04,ko,159874
2018-04-04,nl,445605
2018-04-04,no,89272
2018-04-04,pl,1038521
2018-04-04,pt,2883539
2018-04-04,ro,50341
2018-04-04,ru,282275
2018-04-04,simple,75094
2018-04-04,sv,230741
2018-04-04,uk,96632
2018-04-04,zh,2163786
2018-04-05,ar,100135
2018-04-05,cs,166301
2018-04-05,da,68295
2018-04-05,de,5274585
2018-04-05,en,69241300
2018-04-05,es,4395041
2018-04-05,fi,84520
2018-04-05,fr,3090146
2018-04-05,he,109309
2018-04-05,hi,205767
2018-04-05,hu,122269
2018-04-05,id,565329
2018-04-05,it,4728679
2018-04-05,ja,10718613
2018-04-05,ko,198170
